,Item_Identifier,Outlet_Identifier,item_outlet_sales
747,NCF30,OUT027,2317.5334285714284
748,FDK03,OUT035,1865.81
749,FDT45,OUT017,1542.05
750,NCC54,OUT027,961.4475
751,FDP08,OUT018,2613.6938168618817
752,FDU44,OUT046,2077.509
753,DRG39,OUT035,1771.04
754,FDU32,OUT049,2093.5
755,FDY27,OUT049,166.12
756,NCP54,OUT013,1375.58
757,NCZ41,OUT049,1946.65
758,DRL49,OUT013,2422.125
759,FDI05,OUT018,245.02
760,FDY56,OUT045,1372.59
761,DRC13,OUT013,1498.48
762,NCV29,OUT017,1847.58
763,FDR24,OUT049,2700.0233333333335
764,FDZ34,OUT018,2261.27
765,FDP37,OUT035,1446.01
766,FDX08,OUT027,1333.7383333333332
767,FDS57,OUT045,1811.523
768,NCG18,OUT049,2324.6681142058906
769,FDK25,OUT018,440.17
770,FDH53,OUT049,1818.32
771,DRI59,OUT018,2209.7689742919274
772,FDA52,OUT046,1009.78
773,FDT20,OUT010,1576.8761666666664
774,FDE36,OUT019,1266.67
775,FDI24,OUT017,1364.915
776,FDB28,OUT018,1914.2766666666669
777,FDV11,OUT017,347.5783925572162
778,FDP01,OUT046,2043.5833333333335
779,FDD34,OUT027,997.5075
780,FDJ50,OUT027,2243.9114407792918
781,FDZ44,OUT013,2245.72
782,DRO59,OUT035,1383.19
783,DRB48,OUT045,267.25299606077266
784,FDR21,OUT018,1602.548594308469
785,NCE42,OUT010,1172.95
786,FDO23,OUT046,1762.4
787,NCE30,OUT018,2556.5516666666667
788,FDQ22,OUT035,2266.06
789,FDY01,OUT045,1891.75011722064
790,FDS08,OUT017,1285.61
791,FDG28,OUT018,1850.87
792,FDQ51,OUT018,2302.9207528125694
793,FDB05,OUT017,1379.0733333333335
794,FDO56,OUT049,1891.75011722064
795,FDE02,OUT018,2304.36239640009
796,FDN45,OUT017,371.85
797,FDS09,OUT013,2170.81
798,NCA54,OUT018,342.15523674343365
799,FDP09,OUT010,309.31290163195695
800,FDC53,OUT045,214.28
801,NCM55,OUT017,2151.8295213749957
802,FDL09,OUT018,1737.244714285714
803,FDA11,OUT019,1399.86
804,FDA50,OUT045,2366.8966666666665
805,FDC23,OUT017,1834.8918333333336
806,FDE22,OUT049,1518.8
807,FDD23,OUT046,360.06766666666664
808,NCA29,OUT049,2239.312
809,FDK38,OUT046,2243.9114407792918
810,DRC13,OUT046,262.7
811,NCP43,OUT049,1788.2166666666665
812,FDX28,OUT049,467.51
813,FDF08,OUT049,1572.1886666666667
814,FDZ33,OUT046,1985.08
815,FDD10,OUT049,1853.77
816,FDO58,OUT017,2119.64
817,FDI50,OUT017,1847.1
818,FDO58,OUT045,1902.094
819,FDX08,OUT013,1737.882
820,NCK17,OUT010,972.3
821,FDF39,OUT035,2038.07
822,FDU45,OUT010,2143.415
823,NCJ18,OUT018,1653.44
824,DRC27,OUT019,1214.03
825,DRC25,OUT035,1272.195
826,FDU59,OUT035,1806.9552380952382
827,FDU28,OUT035,1346.495
828,NCP30,OUT046,1929.88
829,FDB39,OUT018,311.8805431956582
830,FDE41,OUT013,2324.6681142058906
831,DRH11,OUT010,1380.47
832,FDA58,OUT045,278.1674330489773
833,FDU50,OUT046,1593.72
834,FDM34,OUT013,1212.98
835,FDM44,OUT027,1114.8483333333334
836,FDR39,OUT045,1417.1566666666665
837,FDM25,OUT045,1484.8725714285713
838,FDQ49,OUT049,968.73
839,DRH25,OUT018,1161.4869999999999
840,FDM09,OUT027,1058.72
841,FDL44,OUT019,1766.33
842,NCR42,OUT018,272.0709082464175
843,DRL59,OUT046,526.1054545454546
844,FDX43,OUT013,2304.36239640009
845,DRK47,OUT010,1463.114
846,FDU48,OUT018,2057.55
847,FDY12,OUT045,1922.402857142857
848,NCN43,OUT018,1878.76
849,NCM55,OUT018,1728.5728333333336
850,FDQ21,OUT027,1301.633
851,FDX13,OUT035,1011.1410000000001
852,NCK30,OUT027,1455.6
853,FDG20,OUT049,2425.5100069048603
854,DRG27,OUT017,1181.1580000000001
855,FDY14,OUT018,2130.05
856,FDP59,OUT035,897.77
857,FDU60,OUT017,281.9075
858,NCC18,OUT019,1611.585
859,DRJ39,OUT017,1497.7799999999997
860,FDS07,OUT049,1571.25
861,FDM08,OUT027,1174.2033333333334
862,FDP51,OUT045,960.635
863,FDU16,OUT035,1533.309
864,FDH12,OUT013,1670.2
865,DRE48,OUT010,696.8183333333333
866,NCL42,OUT027,2352.052794496997
867,FDR21,OUT045,1857.545
868,NCW29,OUT035,347.5783925572162
869,FDO11,OUT013,1971.84
870,NCM31,OUT049,2698.4793333333337
871,FDV35,OUT019,1003.1616666666665
872,FDF58,OUT017,1323.9426666666666
873,NCE43,OUT049,2153.2409523809524
874,FDA02,OUT035,2089.800666666667
875,DRL37,OUT010,864.8866666666668
876,FDR24,OUT018,2071.75
877,FDW59,OUT049,1529.3108333333332
878,FDS22,OUT049,1985.5733333333335
879,FDW24,OUT017,1968.58
880,FDU24,OUT035,1531.82
881,FDA21,OUT027,1409.39
882,FDH58,OUT027,1308.2
883,FDW36,OUT018,1470.03
884,FDI45,OUT027,1925.1
885,FDU01,OUT018,1225.21
886,FDF35,OUT027,404.9764523809523
887,FDU43,OUT019,1172.88
888,FDE24,OUT019,309.31290163195695
889,FDK50,OUT049,395.5030072895372
890,FDG31,OUT045,600.38
891,FDC60,OUT045,1898.4633333333334
892,FDL36,OUT013,1177.07
893,FDP21,OUT013,2133.505
894,FDW16,OUT045,1704.3956700244196
895,FDX02,OUT017,1232.8649166666667
896,FDQ58,OUT027,1360.74
897,FDT51,OUT046,1553.7283333333332
898,FDD59,OUT049,239.27
899,NCM42,OUT018,1338.33
900,FDA57,OUT018,278.1674330489773
901,FDZ48,OUT035,1446.05
902,FDE46,OUT045,2204.499
903,NCZ30,OUT019,1399.888333333333
904,FDB56,OUT017,1847.331666666667
905,FDA25,OUT027,1186.44
906,FDD20,OUT013,1665.513333333333
907,FDL25,OUT013,2206.2
908,NCO18,OUT049,2324.6681142058906
909,FDJ45,OUT017,2004.83
910,FDR12,OUT035,2508.7433430134356
911,NCF19,OUT010,1805.775
912,FDK25,OUT046,1930.8775
913,NCR17,OUT046,1850.09
914,FDC52,OUT046,2117.6
915,NCA54,OUT017,1174.57
916,FDR45,OUT010,2596.62
917,NCM19,OUT049,1335.9108333333331
918,FDF39,OUT027,384.68949999999995
919,FDX23,OUT049,2324.6681142058906
920,FDD58,OUT027,982.06
921,FDX28,OUT013,1627.3699047619043
922,NCD31,OUT013,1255.775
923,FDU57,OUT018,311.67066666666665
924,FDI27,OUT046,1818.82
925,NCM42,OUT046,296.63
926,FDD32,OUT027,1030.3366666666666
927,FDI34,OUT013,2304.36239640009
928,NCM29,OUT049,1836.1275
929,FDG46,OUT018,1628.3675
930,DRC01,OUT010,1761.3833333333334
931,FDB15,OUT027,1795.942
932,NCA17,OUT027,1560.53
933,FDF10,OUT046,1053.0200000000002
934,FDR26,OUT027,1462.4025
935,FDI02,OUT049,252.70874156006602
936,NCM54,OUT010,1907.2966666666669
937,FDF14,OUT013,292.21
938,FDJ33,OUT010,245.72
939,FDM20,OUT035,1462.22
940,FDC03,OUT027,186.86
941,NCX05,OUT046,2106.885333333333
942,NCM41,OUT027,222.67
943,NCU29,OUT010,187.781626984127
944,FDQ59,OUT017,1380.7911428571429
945,FDH46,OUT010,1780.94
946,FDH09,OUT013,1338.04
947,NCD06,OUT045,1619.281785714286
948,FDC15,OUT035,1797.0366666666666
949,DRD37,OUT027,1735.17
950,FDT28,OUT027,1052.21
951,FDR28,OUT027,2533.316666666667
952,FDT38,OUT017,393.95
953,FDV34,OUT027,617.93
954,FDY52,OUT035,1956.6162393566037
955,FDB34,OUT013,1673.19
956,DRL23,OUT018,1221.9
957,DRB24,OUT046,1822.01
958,FDJ50,OUT046,2304.36239640009
959,FDQ49,OUT035,2187.16
960,FDP20,OUT035,2042.58
961,FDV19,OUT027,2151.8295213749957
962,NCR54,OUT045,329.0570271219489
963,FDO09,OUT010,2324.6681142058906
964,FDS57,OUT018,1570.515
965,FDN10,OUT049,444.0235799457995
966,FDV23,OUT049,1465.34
967,FDY28,OUT049,190.6619132791328
968,DRG51,OUT013,966.705
969,FDD45,OUT019,1299.6825
970,NCL18,OUT027,291.23985477864926
971,NCM29,OUT013,1630.24
972,FDF17,OUT027,2613.6938168618817
973,FDE22,OUT017,1374.6158333333335
974,FDQ22,OUT017,1368.6666666666665
975,FDS01,OUT013,1252.4186666666667
976,FDW35,OUT027,329.0570271219489
977,FDJ33,OUT046,2151.8295213749957
978,NCF54,OUT035,1659.82
979,FDE09,OUT013,2201.933333333333
980,NCE06,OUT045,1650.6616666666662
981,DRH49,OUT049,327.1013141555609
982,FDY43,OUT045,1007.86
983,NCT05,OUT017,1390.269166666667
984,FDZ34,OUT045,3291.402245767391
985,FDL38,OUT017,1411.87
986,FDZ31,OUT017,1482.315833333333
987,FDR14,OUT035,1340.67
988,NCN54,OUT049,1805.9519999999998
989,NCC42,OUT027,1835.888333333333
990,FDK08,OUT017,252.70874156006602
991,FDP59,OUT013,1158.0382857142856
992,FDV22,OUT035,2074.04
993,FDD33,OUT035,1505.2233333333331
994,DRE60,OUT027,278.8833333333333
995,FDK52,OUT046,1819.8221666666664
996,FDA02,OUT017,1216.71
997,FDM56,OUT049,278.246
998,FDE57,OUT035,1106.99
999,FDM32,OUT045,1771.38
1000,NCQ30,OUT027,1983.5174999999997
1001,FDQ27,OUT027,1774.1
1002,FDT60,OUT027,2174.8716666666664
1003,FDU43,OUT049,2045.7074999999998
1004,NCO55,OUT035,1367.3793333333335
1005,FDG02,OUT045,1410.56339562231
1006,FDJ28,OUT013,905.485
1007,FDP40,OUT045,1529.881666666667
1008,FDJ38,OUT045,1680.89
1009,NCC54,OUT017,926.94
1010,NCZ41,OUT046,2385.1548084950537
1011,FDK38,OUT019,1966.0318333333335
1012,FDU52,OUT013,2104.78
1013,FDC40,OUT046,1600.9289999999999
1014,NCR30,OUT017,1388.45
1015,NCN18,OUT017,1500.63
1016,FDB50,OUT035,1088.69
1017,FDG04,OUT013,1479.0
1018,FDR26,OUT035,2034.73
1019,NCT17,OUT018,1653.51
1020,FDX35,OUT027,1883.0566666666666
1021,FDS12,OUT046,366.8006315098729
1022,NCZ29,OUT027,1428.9
1023,FDB38,OUT010,1174.2033333333334
1024,FDP12,OUT013,1239.9525
1025,FDP22,OUT046,1812.8275
1026,FDS26,OUT018,1423.75
1027,FDR52,OUT046,1082.51
1028,DRJ13,OUT046,1814.7616666666665
1029,FDU48,OUT027,1792.545
1030,FDE29,OUT035,1516.93
1031,NCT29,OUT049,287.5657083333333
1032,DRK37,OUT018,1746.7808333333332
1033,FDK55,OUT046,937.02
1034,FDR07,OUT046,1604.5554999999995
1035,FDO21,OUT027,2286.1
1036,FDK46,OUT049,204.4180876024131
1037,FDB12,OUT045,1754.18
1038,FDT31,OUT027,1586.45
1039,FDJ33,OUT045,2231.2413333333334
1040,FDC26,OUT027,1113.455
1041,NCQ02,OUT045,1945.96
1042,FDP08,OUT010,1489.7166666666665
1043,FDB11,OUT027,2238.077
1044,FDV55,OUT013,1842.8033333333335
1045,FDW20,OUT049,1381.8995000000002
1046,NCJ18,OUT019,1816.82
1047,FDC41,OUT018,327.1013141555609
1048,FDE14,OUT027,1987.2033333333331
1049,FDG35,OUT013,1628.26
1050,FDF45,OUT035,1773.605
1051,FDS19,OUT027,1568.0691666666667
1052,FDS58,OUT019,1636.21
1053,FDA26,OUT017,266.46
1054,FDM32,OUT049,1063.46
1055,FDL45,OUT046,1306.5048095238096
1056,FDZ55,OUT049,2304.36239640009
1057,FDY37,OUT049,1118.934
1058,FDO46,OUT046,1059.1383333333333
1059,FDQ60,OUT046,1543.618333333333
1060,FDA19,OUT018,2045.523333333333
1061,FDL15,OUT046,1891.75011722064
1062,FDM10,OUT018,1495.8846666666668
1063,NCL05,OUT017,341.7530952380953
1064,DRK49,OUT010,2390.43
1065,NCE18,OUT027,1689.14
1066,FDG40,OUT049,1201.7266666666667
1067,DRI59,OUT045,1203.09
1068,FDK28,OUT035,267.9167368914868
1069,NCD06,OUT019,2276.222133508891
1070,FDO11,OUT019,2209.7689742919274
1071,FDK27,OUT046,1452.49
1072,FDT43,OUT027,1406.22
1073,FDD38,OUT018,2130.839003251454
1074,FDA16,OUT049,1430.4046904761906
1075,FDL14,OUT027,1742.88
1076,NCM17,OUT049,1746.4675
1077,FDD20,OUT045,1537.523333333333
1078,FDA40,OUT045,2066.17
1079,FDL43,OUT045,1393.16
1080,FDV15,OUT045,1282.1866666666667
1081,FDE52,OUT046,1317.62
1082,NCL17,OUT010,1728.5166666666669
1083,NCJ31,OUT045,1767.5
1084,FDR60,OUT045,1585.125
1085,NCA18,OUT035,1849.09
1086,FDS21,OUT027,395.5030072895372
1087,FDW09,OUT035,1390.1793333333335
1088,FDL26,OUT035,1966.3276666666666
1089,FDS47,OUT018,1590.7319263791774
1090,FDC39,OUT046,1610.256
1091,FDT51,OUT035,1687.5875
1092,FDK40,OUT035,1222.8425
1093,NCG19,OUT045,1960.5875000000003
1094,FDZ07,OUT046,2465.465
1095,FDF08,OUT027,2065.197619047619
1096,FDO04,OUT013,1299.6323333333332
1097,FDK41,OUT018,1265.3875
1098,FDP15,OUT049,2016.3509523809523
1099,NCD43,OUT018,2095.07
1100,NCP18,OUT013,2130.839003251454
1101,FDZ51,OUT046,2017.4213333333332
1102,DRH13,OUT035,1335.61
1103,FDF38,OUT045,327.1013141555609
1104,NCI43,OUT045,1145.223
1105,FDM38,OUT027,1321.0675
1106,FDS03,OUT013,1272.83
1107,DRJ47,OUT017,1781.4833333333331
1108,FDT50,OUT010,1610.0425
1109,FDV02,OUT046,1556.4633333333331
1110,NCG18,OUT017,1971.065
1111,FDW52,OUT046,1373.83
1112,FDS40,OUT035,2103.43
1113,FDN31,OUT017,1361.95
1114,FDA37,OUT045,2018.945
1115,FDA15,OUT046,2185.2941239593742
1116,FDL39,OUT046,2106.18
1117,FDJ53,OUT045,2130.839003251454
1118,FDX22,OUT013,209.02666666666667
1119,NCZ42,OUT045,2564.8579999999997
1120,FDD56,OUT027,1294.01
1121,FDD40,OUT017,2365.655
1122,FDS50,OUT013,1481.225
1123,NCN14,OUT013,1788.32
1124,FDT15,OUT013,1362.32
1125,NCS18,OUT027,205.6
1126,NCO26,OUT010,1135.72
1127,FDF58,OUT018,1496.88
1128,NCB19,OUT013,1354.495
1129,FDH26,OUT017,1359.08
1130,DRB24,OUT027,1455.83
1131,FDA49,OUT018,151.12
1132,FDB32,OUT045,1726.1326666666666
1133,FDI36,OUT017,1978.89
1134,NCA17,OUT010,281.2328957724852
1135,FDH22,OUT013,1567.2233333333334
1136,NCM26,OUT018,1463.4237142857144
1137,FDT15,OUT027,1468.185
1138,FDB16,OUT018,1853.01
1139,NCP54,OUT027,1688.1433333333332
1140,FDJ36,OUT013,2267.085
1141,FDO28,OUT045,1639.82
1142,FDU09,OUT013,1805.6566666666668
1143,FDF29,OUT017,2132.275
1144,FDY08,OUT013,2252.0
1145,DRJ59,OUT018,1338.26
1146,FDT23,OUT027,1557.8660714285716
1147,FDU15,OUT018,2352.052794496997
1148,FDT47,OUT013,1626.8001666666667
1149,FDI53,OUT019,2003.98
1150,FDR59,OUT018,1171.72
1151,FDD53,OUT035,1435.01
1152,FDY51,OUT017,806.74
1153,FDT04,OUT049,318.5847154268317
1154,FDU51,OUT049,2309.0325
1155,FDG14,OUT035,1893.8
1156,NCU06,OUT045,2189.49
1157,DRG25,OUT046,931.2083333333335
1158,DRH49,OUT035,2370.2689751245484
1159,FDN15,OUT035,1956.6162393566037
1160,FDL43,OUT018,2175.73
1161,NCT18,OUT049,366.8006315098729
1162,NCB31,OUT013,1281.79
1163,FDK57,OUT035,1259.1
1164,FDY04,OUT019,161.64
1165,NCP54,OUT046,1462.35
1166,FDF41,OUT013,1100.1626904761904
1167,FDM01,OUT045,190.6127619047619
1168,FDW03,OUT045,1897.85
1169,FDF28,OUT045,1034.5578333333333
1170,FDY37,OUT017,2508.7433430134356
1171,FDQ03,OUT017,1721.0146666666667
1172,FDP51,OUT027,2409.67
1173,FDJ40,OUT017,2249.356666666667
1174,FDC32,OUT049,2133.853857142857
1175,DRI49,OUT027,1497.6975
1176,NCW54,OUT017,1479.89
1177,FDF09,OUT017,1458.82
1178,FDP45,OUT018,1379.1940000000002
1179,DRJ23,OUT018,1052.3883333333333
1180,FDS59,OUT017,369.2295952380952
1181,FDY08,OUT046,2138.454
1182,FDX16,OUT049,975.122
1183,FDY16,OUT018,203.51333333333332
1184,FDK32,OUT035,1174.53
1185,FDQ22,OUT013,2158.6066666666666
1186,NCC31,OUT018,347.5783925572162
1187,FDG58,OUT049,267.9167368914868
1188,DRF48,OUT013,855.5
1189,DRH36,OUT049,1113.94
1190,NCR30,OUT035,1487.99
1191,FDB03,OUT019,1886.1250000000002
1192,FDZ28,OUT027,1208.0430000000001
1193,FDR35,OUT017,1437.31
1194,DRD15,OUT027,1981.1
1195,FDJ33,OUT019,1303.832380952381
1196,FDA56,OUT010,1880.9191666666666
1197,FDP56,OUT046,909.41
1198,NCT30,OUT046,720.0671666666666
1199,FDK15,OUT017,1267.31
1200,FDH44,OUT018,175.74
1201,FDV01,OUT013,2508.7433430134356
1202,DRG03,OUT017,1889.0
1203,FDG50,OUT027,1200.36
1204,FDR16,OUT010,1130.7533333333333
1205,FDZ60,OUT046,1685.83
1206,DRG03,OUT045,2011.39
1207,FDS56,OUT018,1800.346142857143
1208,FDU33,OUT045,1070.29
1209,DRD27,OUT035,795.08
1210,FDW22,OUT046,1759.8220000000001
1211,DRA24,OUT045,2365.655
1212,FDF38,OUT049,2405.1
1213,FDX48,OUT013,1389.3
1214,FDS58,OUT018,1536.5158333333334
1215,FDC32,OUT046,1152.9
1216,NCQ29,OUT045,808.4306666666666
1217,DRK39,OUT018,2245.146666666667
1218,NCS38,OUT017,950.0925
1219,DRO47,OUT013,2366.2721666666666
1220,DRG27,OUT027,2041.44
1221,FDC57,OUT027,1799.8
1222,FDS55,OUT046,1503.4235
1223,NCJ06,OUT018,1519.7666666666669
1224,FDO01,OUT019,1376.92
1225,NCM55,OUT045,327.1013141555609
1226,FDC52,OUT049,1955.78
1227,FDQ15,OUT045,1303.47
1228,NCT30,OUT027,1677.69
1229,NCR42,OUT027,1744.767
1230,FDD28,OUT035,2311.79
1231,FDQ34,OUT049,2357.82
1232,FDZ12,OUT027,1661.5
1233,DRE13,OUT019,1962.8756161616163
1234,NCN07,OUT019,1964.725
1235,FDM28,OUT035,1925.9266666666665
1236,FDI10,OUT017,2394.0
1237,FDQ25,OUT013,1241.4333333333334
1238,FDA38,OUT010,1932.3264558029693
1239,DRI13,OUT049,864.8816666666665
1240,FDY20,OUT027,2324.6681142058906
1241,NCZ53,OUT035,1956.6162393566037
1242,NCM31,OUT013,1619.11
1243,DRB01,OUT017,2228.831319264069
1244,DRF37,OUT046,295.60900000000004
1245,NCF42,OUT049,1016.86
1246,FDF16,OUT018,1316.95
1247,FDB41,OUT013,1640.7623333333333
1248,FDR34,OUT013,2254.65
1249,FDR15,OUT018,1044.55
1250,NCV42,OUT019,423.475
1251,FDW51,OUT035,1261.6613333333335
1252,FDU36,OUT017,1633.705
1253,FDX60,OUT049,143.3040404040404
1254,FDY03,OUT035,1238.4283333333333
1255,FDW55,OUT045,1550.61
1256,FDT01,OUT010,1983.9
1257,FDG58,OUT013,1181.42
1258,FDK21,OUT017,1499.805
1259,NCS41,OUT019,271.23773365540546
1260,FDS10,OUT045,2276.222133508891
1261,NCT53,OUT046,1629.07
1262,FDJ28,OUT018,369.9260317460318
1263,FDX44,OUT045,1441.0
1264,FDT20,OUT018,1565.35
1265,FDO44,OUT017,1590.7319263791774
1266,NCX17,OUT049,1696.33
1267,FDY01,OUT017,1333.54
1268,FDJ12,OUT027,246.69951820728295
1269,DRK35,OUT018,480.08
1270,FDD47,OUT019,2130.839003251454
1271,NCM53,OUT035,886.1624999999999
1272,FDO45,OUT013,2132.505
1273,NCM42,OUT010,1822.8
1274,FDE04,OUT046,1747.965
1275,NCI30,OUT027,366.8006315098729
1276,FDZ19,OUT013,1530.8533333333332
1277,FDW57,OUT013,1665.8241666666668
1278,FDA25,OUT013,152.315
1279,FDT22,OUT046,1742.8
1280,FDP51,OUT013,2007.5649999999996
1281,FDD48,OUT027,1800.05
1282,FDY39,OUT035,2401.58
1283,FDO48,OUT010,641.69
1284,FDD23,OUT027,1461.0708333333332
1285,DRN35,OUT027,187.781626984127
1286,FDT01,OUT035,1364.84
1287,FDC20,OUT010,1998.24
1288,DRJ35,OUT035,1932.6146666666668
1289,FDB32,OUT046,1956.6162393566037
1290,FDL24,OUT046,1337.855
1291,NCV42,OUT035,1761.86
1292,FDZ46,OUT046,1729.595
1293,FDC15,OUT013,2403.85
1294,FDD08,OUT019,2276.222133508891
1295,FDY50,OUT049,490.31
1296,FDD36,OUT013,1373.95
1297,FDG57,OUT027,209.65023295985057
1298,FDL21,OUT018,2633.1540000000005
1299,FDN16,OUT027,2016.3743333333339
1300,FDJ09,OUT027,2385.1548084950537
1301,FDS01,OUT010,1956.6162393566037
1302,FDV33,OUT017,1656.92
1303,DRE12,OUT017,318.5847154268317
1304,FDR07,OUT013,2416.421413970519
1305,FDP48,OUT010,1831.23
1306,NCB55,OUT035,1723.9
1307,FDQ08,OUT013,1008.465
1308,FDR34,OUT035,1374.345
1309,FDO33,OUT046,1640.095
1310,FDP13,OUT045,360.06766666666664
1311,FDX12,OUT049,1902.65
1312,NCT06,OUT049,1605.35
1313,FDR16,OUT019,1956.6162393566037
1314,FDE36,OUT046,2416.421413970519
1315,FDZ36,OUT049,410.75333333333333
1316,FDV13,OUT045,474.0259827672329
1317,NCZ17,OUT035,1450.3376666666666
1318,FDU56,OUT045,1543.51
1319,FDM09,OUT035,1634.0525
1320,FDV02,OUT017,2722.72
1321,FDS34,OUT018,2243.9114407792918
1322,FDA11,OUT049,1505.6746666666668
1323,FDP09,OUT017,1241.7593333333334
1324,FDB29,OUT027,937.93
1325,FDT19,OUT017,919.84
1326,DRH15,OUT017,2016.2216666666666
1327,FDY38,OUT046,1273.68
1328,FDF14,OUT027,2111.3441666666668
1329,FDN48,OUT010,1397.77
1330,FDQ12,OUT013,1352.185
1331,NCJ43,OUT045,1400.925
1332,FDE17,OUT019,1374.87
1333,FDB05,OUT035,1564.098
1334,FDH10,OUT045,1934.3516666666665
1335,NCR06,OUT017,1333.605
1336,FDU32,OUT018,1843.2778333333338
1337,FDD56,OUT049,1206.3381666666667
1338,FDO36,OUT018,2184.0
1339,FDH16,OUT010,2416.421413970519
1340,FDX10,OUT018,2508.7433430134356
1341,FDZ37,OUT017,815.4974999999998
1342,FDU31,OUT010,931.34
1343,DRC49,OUT049,1480.83
1344,FDL15,OUT045,1969.6516666666669
1345,FDN32,OUT019,766.01
1346,DRH59,OUT027,2067.8543333333337
1347,NCU29,OUT049,1540.273333333333
1348,FDR37,OUT019,1753.7
1349,FDS14,OUT018,1458.88
1350,FDU02,OUT027,1770.6842857142858
1351,FDJ08,OUT035,232.15333333333336
1352,NCZ06,OUT045,1579.3733333333332
1353,FDO31,OUT049,678.96
1354,FDH31,OUT018,1868.4050000000002
1355,FDS58,OUT017,1546.0583333333332
1356,NCA53,OUT027,1936.8966666666665
1357,FDF50,OUT046,992.58
1358,NCW42,OUT049,1629.0525
1359,NCQ17,OUT045,2573.01
1360,FDK51,OUT018,1428.0
1361,NCW41,OUT010,2211.66
1362,NCR29,OUT017,984.95
1363,FDB08,OUT019,2081.1933333333336
1364,FDA40,OUT027,154.42
1365,FDL14,OUT018,2416.421413970519
1366,FDB47,OUT046,2061.455
1367,FDO03,OUT035,1158.74
1368,DRK13,OUT019,1549.631666666667
1369,FDX13,OUT010,2613.6938168618817
1370,FDF52,OUT046,1343.7
1371,FDT11,OUT013,2232.33
1372,FDB08,OUT013,531.3016666666666
1373,FDQ28,OUT018,1939.9654999999996
1374,FDD29,OUT045,2139.7766666666666
1375,NCQ29,OUT027,1108.6033333333332
1376,NCO02,OUT013,2398.114075809984
1377,FDR56,OUT010,2125.242
1378,NCM54,OUT049,1461.81
1379,FDP51,OUT035,2309.0325
1380,FDT38,OUT013,1413.7308333333335
1381,FDZ20,OUT018,1902.548785714286
1382,FDJ53,OUT013,2060.68
1383,FDX13,OUT049,1348.8492341269841
1384,FDP58,OUT035,1685.89
1385,NCK31,OUT019,1701.0123333333333
1386,FDA35,OUT018,1163.84
1387,FDV37,OUT018,1746.5
1388,NCO07,OUT027,1112.44
1389,FDA20,OUT045,297.572
1390,FDZ59,OUT035,209.25042857142856
1391,NCY17,OUT017,1247.17
1392,FDQ28,OUT035,170.73818534080294
1393,FDV35,OUT017,1652.9266666666665
1394,FDQ36,OUT013,947.31
1395,FDD34,OUT018,1663.88
1396,FDK51,OUT045,1542.606
1397,FDV31,OUT035,2280.85
1398,FDR04,OUT035,2344.98
1399,FDR14,OUT049,2194.09
1400,DRC36,OUT010,1960.4726666666666
1401,FDE39,OUT019,478.37
1402,FDP57,OUT049,2017.4213333333332
1403,FDE57,OUT046,1904.8073333333334
1404,NCN18,OUT046,1943.04
1405,NCQ05,OUT018,1457.44
1406,FDW47,OUT035,2190.5066666666667
1407,FDV46,OUT035,2451.039166666667
1408,NCP29,OUT045,1321.6566666666665
1409,FDE09,OUT018,2003.96
1410,NCU06,OUT027,362.7266666666667
1411,FDT19,OUT010,2226.7
1412,DRF15,OUT017,2015.22
1413,DRI51,OUT013,1363.3770000000002
1414,NCX54,OUT013,1774.911833333333
1415,DRE01,OUT013,1515.275
1416,NCB07,OUT045,1329.4406666666664
1417,FDU50,OUT035,2304.36239640009
1418,FDG40,OUT035,1476.12
1419,FDW10,OUT018,1301.39
1420,FDX51,OUT013,1752.52
1421,NCP17,OUT045,1772.99
1422,FDP21,OUT035,1953.875
1423,FDL04,OUT045,309.31290163195695
1424,FDV23,OUT013,1744.29
1425,FDF24,OUT046,2061.229166666667
1426,FDH56,OUT027,1573.74
1427,FDB51,OUT049,2130.839003251454
1428,FDI58,OUT027,325.38874626027575
1429,FDR20,OUT013,1702.5125
1430,FDC51,OUT018,1243.64
1431,FDB16,OUT027,1027.05
1432,FDE40,OUT049,1375.08
1433,NCM17,OUT035,1624.56
1434,FDU56,OUT035,329.0570271219489
1435,FDS32,OUT019,1867.13
1436,FDX02,OUT049,1868.175
1437,FDT39,OUT027,1781.3
1438,FDE35,OUT017,309.31290163195695
1439,NCI42,OUT019,1283.15
1440,DRL23,OUT046,1994.73
1441,FDA10,OUT046,1608.5966666666668
1442,FDA11,OUT013,2352.052794496997
1443,NCM06,OUT046,604.23
1444,NCT05,OUT035,1757.1325
1445,NCQ02,OUT010,1625.62
1446,NCY06,OUT049,1931.3966666666665
1447,FDY56,OUT035,2205.7
1448,FDL02,OUT035,309.31290163195695
1449,NCI06,OUT035,1541.36
1450,FDQ14,OUT045,1371.0158333333331
1451,FDQ12,OUT017,2304.36239640009
1452,FDP36,OUT046,1865.06
1453,FDK21,OUT027,281.2328957724852
1454,FDO40,OUT045,1020.55
1455,NCK54,OUT019,283.11777777777775
1456,FDY09,OUT018,1984.7133333333334
1457,NCW30,OUT049,1452.37
1458,NCC55,OUT027,1607.8268036034306
1459,FDE58,OUT018,1152.7379999999998
1460,FDR39,OUT013,1408.04
1461,FDU28,OUT049,1722.53
1462,FDH08,OUT017,1787.0408333333335
1463,FDG35,OUT045,1896.3886666666667
1464,FDG22,OUT049,2036.09
1465,FDC34,OUT035,1776.05
1466,FDP15,OUT018,1693.6408333333331
1467,FDK34,OUT010,2026.9625
1468,FDU45,OUT035,2177.41
